Session ID,Title,Type,Day/Date,Time,Room,Topic,Keywords,Brief,Link
S82091,Improving AIDC Operational Efficiency with AI Hardware Diagnostic Innovations (Presented by Aivres),Sponsored Talk,"Monday, March 16",3:00 p.m. - 3:40 p.m. PDT,Marriott - Willow Glen I-III (L2),,,"This session will dive into the current difficulties in addressing common data center conundrums, with a specific focus on the intricate world of AI hardware interaction and failure analysis.  With a comprehensive overview of existing strategies for effective troubleshooting and a detailed case s...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82091/
S82200,Real Cloud Infrastructure for Real AI Workloads: Training and Inference at Production Scale (Presented by CoreWeave),Sponsored Talk,"Monday, March 16",3:00 p.m. - 3:40 p.m. PDT,SJCC 230C (L2),,,"As dense frontier and mixture-of-experts models move toward multi-trillion parameters, AI pioneers need real cloud infrastructure ready for real-world AI workloads spanning from training trillion-parameter models to long-context inference and reinforcement learning. In this session, we will provi...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82200/
S82289,Enable Seamless Human-Humanoid Collaboration in a Shared Operational Environment (Presented by EY),Sponsored Talk,"Monday, March 16",3:00 p.m. - 3:40 p.m. PDT,Hilton Almaden 1&2 (L1),,,"Learn how Fincantieri, one of the world’s largest shipbuilders, designed and implemented humanoid robots engineered to perform complex tasks in dangerous shipyard environments characterized by high variability and stringent safety requirements. Leveraging NVIDIA’s simulation and AI orchestration ...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82289/
S82329,Transforming Retail Commerce and Supply Chain Operations With AI,Talk,"Monday, March 16",3:00 p.m. - 3:40 p.m. PDT,SJCC 230B (L2),,,"Retail and consumer packaged goods (CPG) companies are uniquely positioned to use AI to drive revenue growth and margin expansion. Leading retailers around the world are partnering with NVIDIA to deploy AI at enterprise scale. NVIDIA’s VP and General Manager of Retail and CPG, Azita Martin, will ...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82329/
EX82340,Reducing the Sim2Real Gap for Industrial Robotics (Presented by Synopsys),Sponsored Expo Theater,"Monday, March 16",3:00 p.m. - 3:15 p.m. PDT,SJCC Grand Ballroom Theater (L2),,,"Robotics and physical AI have reached their “ChatGPT” moment. The reliability for industrial use requires precision dexterity, beginning with precision simulation and high sim2real fidelity, where robots learn and reason in simulation before deployment. This session highlights the collaboration b...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82340/
S82368,Transform Enterprise and Edge Infra with the Latest Blackwell Platform,Talk,"Monday, March 16",3:00 p.m. - 3:40 p.m. PDT,Marriott - Ballroom Salon V-VI (L2),,,"Join us for a deep dive into the newest addition to NVIDIA's Blackwell data center portfolio, a compact, energy-efficient, multi-workload accelerator designed for mainstream data center and edge platforms. Discover how the technologies behind this new platform, backed by a broad ecosystem of infr...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82368/
S82435,Transform Data Into Intelligence: How AI and Open Models are Shaping the Future of Financial Services,Talk,"Monday, March 16",3:00 p.m. - 3:40 p.m. PDT,SJCC LL21F (LL),,,"AI is transforming the world’s financial institutions from systems of record into systems of intelligence. In this session, we’ll explore why banks, asset managers, and payments firms are building AI “factories” that transform transactional exhaust into high‑value signals, powering everything fro...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82435/
S82553,Safety in the OpenClaw Era,Panel Discussion,"Monday, March 16",3:00 p.m. - 3:40 p.m. PDT,SJCC LL21AB (LL),,,"AI has crossed a threshold. Autonomous agents like OpenClaw, no longer just assist but hold credentials, persist context across sessions, spawn subagents, and execute continuously against production systems. That's a fundamentally different threat model than anything enterprise security was built...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82553/
EX82160,"A Safe, Efficient, and Scalable Approach to 800 VDC Architecture (Presented by Eaton)",Sponsored Expo Theater,"Monday, March 16",3:20 p.m. - 3:35 p.m. PDT,SJCC Hall 1 Theater (L2),,,"The growing demand for high‑performance computing and dense GPU deployments is accelerating adoption of DC power distribution in next‑generation data centers. By eliminating rack‑level AC conversion, DC architectures improve efficiency, reduce space overhead, and enable higher‑voltage distributio...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82160/
EX82279,Who Owns Intelligence When AI Runs the World? (Presented by Global AI) ,Sponsored Expo Theater,"Monday, March 16",3:20 p.m. - 3:35 p.m. PDT,SJCC Grand Ballroom Theater (L2),,,"As AI systems scale from megawatts to gigawatts, the center of gravity is shifting from models to infrastructure. Join three leaders operating at the intersection of compute, systems, and national platforms as they examine how power, cooling, architecture, and deployment choices now determine per...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82279/
EX82058,"Robotics in the Wild: What’s Real, What’s Not, and What’s Coming Next (Presented by HCLTech)",Sponsored Expo Theater,"Monday, March 16",3:40 p.m. - 3:55 p.m. PDT,SJCC Grand Ballroom Theater (L2),,,"Enterprise robotics is moving fast, driven by advancements in AI and accelerated by NVIDIA’s ecosystem. But what is actually working in production today, and what is still stuck in prototypes and labs? In this session, HCLTech will take a practical look at real-world deployments of AI-powered rob...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82058/
EX82287,"A Practical Playbook for Making AI Real: Bring Physical and Agentic AI to Life (Presented by SoftServe, Inc.)",Sponsored Expo Theater,"Monday, March 16",3:40 p.m. - 3:55 p.m. PDT,SJCC Hall 1 Theater (L2),,,"As enterprises move beyond AI experimentation and into production, they face the growing complexity of modern AI across capabilities, technologies, and use cases. This session presents a practical, outcome-driven playbook for making AI real by translating that complexity into a clear, actionable ...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82287/
S81433,cuTile Programming,Talk,"Monday, March 16",4:00 p.m. - 4:40 p.m. PDT,SJCC 211BD (L2),,,"Express your algorithm; cuTile and Tile IR will figure out the threads, data movement, and Tensor cores.  In this talk, we'll present cuTile, NVIDIA's new block-based programming abstraction, and Tile IR, the compiler stack that it is built with. We'll explore examples in C++ and Python from a va...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81433/
S81508,Building and Scaling AI Factories With Digital Twins and Robotics,Talk,"Monday, March 16",4:00 p.m. - 4:40 p.m. PDT,Hyatt Place Salon II & III (L1),,,"Foxconn is collaborating with NVIDIA to build an AI factory in Texas for the production of AI servers. Foxconn will leverage NVIDIA Omniverse libraries to build a digital twin environment for simulation and real-time monitoring to rapidly scale up production lines, and will introduce humanoid rob...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81508/
CWES81554,Real-World Federated Learning With NVIDIA FLARE ,Connect with the Experts,"Monday, March 16",4:00 p.m. - 4:50 p.m. PDT,Connect With the Experts Pod B (L2),,,"Federated learning is transforming data-centric industries such as healthcare, life sciences, finance, and transportation — domains where privacy, compliance, and data governance are essential. NVIDIA FLARE enables collaborative model training across institutions without moving sensitive data, un...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81554/
S81563,"Unlock Fast, Cost-Effective Interactive Analytics on Massive Data Lakehouses",Talk,"Monday, March 16",4:00 p.m. - 4:40 p.m. PDT,SJCC 212AC (L2),,,"Running interactive SQL at scale is still far slower, and more expensive, than it should be. This session explores how GPU acceleration fundamentally changes that equation. We’ll dive into open-source community work speeding up the popular open data lakehouse engine Presto—work that required reth...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81563/
S81578,Architecting AI Systems That Power Business Growth in Sports,Lightning Talk,"Monday, March 16",4:00 p.m. - 4:40 p.m. PDT,Marriott - Ballroom Salon IV (L2),,,"Learn how LALIGA is transforming its business through the most ambitious AI program in global sport, powered by Globant and its sports division, Sportian. This session explores how the league is using agentic AI to build connected intelligence across operations, competition management, content, m...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81578/
CWES81583,AI for Payments,Connect with the Experts,"Monday, March 16",4:00 p.m. - 4:50 p.m. PDT,Connect With the Experts Pod D (L2),,,"Learn from the NVIDIA financial services Solution Architecture team how artificial intelligence is being applied in the payments industry. We'll discuss techniques like tabular transformers, graph neural networks, and NVIDIA NIMs for large language models, and how they apply to critical payments ...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81583/
CWES81583,AI for Payments,Connect with the Experts,"Monday, March 16",5:00 p.m. - 5:50 p.m. PDT,Connect With the Experts Pod D (L2),,,"Learn from the NVIDIA financial services Solution Architecture team how artificial intelligence is being applied in the payments industry. We'll discuss techniques like tabular transformers, graph neural networks, and NVIDIA NIMs for large language models, and how they apply to critical payments ...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81583/
S81636,Building Shopify’s Commerce Foundation Models,Talk,"Monday, March 16",4:00 p.m. - 4:40 p.m. PDT,SJCC 230B (L2),,,"Modern commerce platforms must support millions of entrepreneurs while serving billions of buyers with personalized recommendations across massive product catalogs. To bridge this gap, we introduce Shopify’s Commerce Foundation Models: sequence autoregressive models built on the HSTU encoder to r...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81636/
DLIT81639,Automate 3D Data Pipelines With USD Exchange SDK,Training Lab,"Monday, March 16",4:00 p.m. - 5:45 p.m. PDT,Signia - Regency II Ballroom (L2),,,"Learn how to build robust OpenUSD-based data pipelines using USD Exchange SDK, to leverage existing 3D software and tools for scalable physical AI workflows. Start from common 3D source formats and write Python-based code to extract, transform, and load assets into reusable, modular USD represent...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81639/
CWES81649,AI For Science: Driving Innovation in Research Labs and Academia,Connect with the Experts,"Monday, March 16",4:00 p.m. - 4:50 p.m. PDT,Connect With the Experts Pod C (L2),,,"AI is revolutionizing the way researchers approach their work and accelerating the pace of discovery. Join this interactive session to discuss the latest methods and models in AI for science, including domain-specific foundation models, research copilots, and autonomous science workflows with NVI...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81649/
CWES81649,AI For Science: Driving Innovation in Research Labs and Academia,Connect with the Experts,"Tuesday, March 17",9:00 a.m. - 9:50 a.m. PDT,Connect With the Experts Pod D (L2),,,"AI is revolutionizing the way researchers approach their work and accelerating the pace of discovery. Join this interactive session to discuss the latest methods and models in AI for science, including domain-specific foundation models, research copilots, and autonomous science workflows with NVI...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81649/
